id,title,domain,severity,effort,files,evidence,recommendation,cve
DOC-02,"Five published doc files absent from mkdocs nav; orphan pages, fatal under --strict",docs,Medium,S,mkdocs.yml;docs/known-vulnerabilities.md;docs/known-vulnerabilities-template.md;docs/response-aware-development.md;docs/compliance-reports/lessons-learned/2026-04-25.md;docs/reusable-workflow-jobs.yaml,mkdocs.yml:71-79 nav omits these tracked docs/ files; mkdocs builds them as unreachable pages and emits not-in-nav warnings (fatal under mkdocs build --strict).,Add legitimate reference docs to a nav section; move internal artifacts out of docs/ or add an mkdocs exclude.,
DOC-03,Internal process/retrospective files published in the user docs site,docs,Medium,S,docs/response-aware-development.md;docs/compliance-reports/lessons-learned/2026-04-25.md;docs/reusable-workflow-jobs.yaml,All three sit under docs_dir and ship to the public Pages site. The retrospective (2026-04-25.md:169-175) lists unremediated defects; reusable-workflow-jobs.yaml is a CI registry.,Relocate these out of docs/ to a non-published path such as internal/ or .github/.,
DOC-05,"README uv tool install gleif and PyPI badge assume a published package; repo is private, unpublished",docs,Medium,S,README.md,"README.md:49 instructs uv tool install gleif; README.md:4 renders a pypi/pyversions badge. Repo is private (lessons-learned/2026-04-25.md:155), version 0.1.0, no PyPI release evidence.","Publish to PyPI, or remove the install block and PyPI badge until published, leaving the from-source path as primary.",
CQ-01,download.py 21% covered; download/extract path and zip-slip guard untested,code-quality,Medium,M,src/gleif/download.py;tests/,"pytest coverage: download.py 79 stmts, 58 miss, 21%; missing 176-232 (download_dataset), 260-271 (_extract_zip incl. zip-slip guard), 303-315 (download_all). No download test file exists.","Mock the httpx AsyncClient and test fresh-vs-stale skip logic, the zip-slip guard, the no-CSV ValueError, and ZIP cleanup.",
CQ-02,CLI download/load/refresh and --isin branches have no tests,code-quality,Medium,M,src/gleif/cli.py;tests/test_cli.py,"cli.py 136 stmts, 42 miss, 69%; missing 89-96 (download), 105-136 (load), 146-155 (refresh), 210-212/223-225/259-260 (--isin). grep isin/download/load/refresh in tests returns nothing.","Add CliRunner tests for load against a fixture data dir, and for lei --isin / name --isin patching fetch_isins_batch; mock httpx for download/refresh.",
CICD-04,"Scanner overlap with no authoritative-gate matrix: SAST x4, dep-scan x5, bandit x3",cicd,Medium,M,.qlty/qlty.toml;.github/workflows/codeql.yml;.github/workflows/security-analysis.yml;.github/workflows/dependency-review.yml,"SAST runs four ways (CodeQL, semgrep, bandit, radarlint qlty.toml:64-104), dependency scanning five ways (Trivy, OSV disabled, pip-audit, dependency-review, Renovate alerts), bandit in three places. Several Qlty plugins are mode=comment while the same checks block elsewhere.",Write a one-page authoritative-scanner matrix; drop bandit from one of its three homes; reassess radarlint/SonarQube rules on 2200 LOC.,
DEP-04,"Transitive py 1.11.0 unmaintained (54 months), carries the accepted CVE",dependencies,Low,S,uv.lock;pyproject.toml;docs/known-vulnerabilities.md,"uv.lock py 1.11.0 upload-time 2021-11-04 (PyPI: maintenance mode); pip-audit flags PYSEC-2022-42969 (ReDoS in py.path.svnwc, no fix); interrogate 1.7.0 still depends on py. CLI never touches the affected path.",Keep the documented ignore; revisit when interrogate drops py or when docstring tooling is consolidated.,CVE-2022-42969
DEP-05,interrogate 1.7.0 stale (~26 months); sole reason py is in the tree,dependencies,Low,S,pyproject.toml;uv.lock,uv.lock interrogate 1.7.0 upload-time 2024-04-07 (25.7 months as of 2026-05-29); 1.7.0 is the latest on PyPI. It is the only dependency that pulls in py.,"Track upstream; if it stalls further, replace docstring-coverage gating with ruff D rules to drop both interrogate and py.",
DEP-06,httpx 0.28.1 latest release is 17.7 months old; nearing 18-month line (informational),dependencies,Low,S,uv.lock,uv.lock httpx 0.28.1 upload-time 2024-12-06 = 17.7 months as of 2026-05-29; 0.28.1 is still the current PyPI release and httpx is actively maintained.,No action; re-confirm maintenance status next audit cycle if no 0.29/1.0 ships.,
CQ-03,fail_under = 65 with stale raise-to-80 comment; oldest deferred note (2026-04-25),code-quality,Low,S,pyproject.toml,"pyproject.toml:115 fail_under = 65  # interim: raise to 80 once download.py and CLI command tests are added; introduced 2026-04-25, oldest unresolved deferred note. Current coverage 67.30%.","Close CQ-01 and CQ-02, then raise fail_under to 80 and delete the comment.",
CQ-04,rendering.py 62% covered; pure formatting branches untested,code-quality,Low,S,src/gleif/rendering.py,"rendering.py 126 stmts, 40 miss, 62%; missing 41-56 (collect_report_leis), 97-107 (render_exceptions_table), ISIN-column branches 162-164 and 192-194.",Unit-test the render helpers against constructed dataclasses using a Rich Console with record=True or captured stdout.,
CQ-05,RelatedEntity row-mapping comprehension duplicated four times,code-quality,Low,S,src/gleif/queries.py,"grep -c 'direction=""' = 4; the RelatedEntity list comprehension is repeated verbatim in get_children, get_siblings, and get_other_relationships, differing only in the direction literal.","Add a _rows_to_related(rows, direction) helper mirroring the existing _row_to_* helpers.",
CQ-06,ISIN-extraction comprehension duplicated between fetch_isins and fetch_isins_batch,code-quality,Low,S,src/gleif/isin.py,"Identical comprehension [item['attributes']['isin'] for item in data if item.get('attributes', {}).get('isin')] at isin.py:61-65 and 92-96.",Extract a _extract_isins(response_json) -> list[str] helper used by both.,
CQ-07,get_status declares a precise tuple return but returns raw fetchall(); unchecked promise,code-quality,Low,S,src/gleif/db.py,"db.py:448-472 signature declares -> list[tuple[str, str, str, int]] but returns con.execute(...).fetchall() directly (466-472); duckdb fetchall is loosely typed, so basedpyright accepts it unchecked. cli.py:313 unpacks four columns positionally.","Narrow at the boundary with a row-mapping helper, or accept the loose typing once load_all/status tests (CQ-02) exist.",
ARCH-02,'ACTIVE' status literal hardcoded in six SQL bodies,architecture,Low,S,src/gleif/queries.py,"r.relationship_status = 'ACTIVE' inlined at queries.py:138,177,222,226,280,404,467; constants.py:153-160 already houses the analogous relationship-type literals.",Add ACTIVE_STATUS = 'ACTIVE' to constants.py and reference it (string-build or bind as a parameter).,
ARCH-03,"ISIN endpoint URL defined in isin.py, not constants.py",architecture,Low,S,src/gleif/isin.py;src/gleif/constants.py,"GLEIF_API_BASE = 'https://api.gleif.org/api/v1/lei-records' at isin.py:32; the golden-copy base URL and DATASET_URLS live in constants.py:21,50, whose docstring claims to own GLEIF endpoints.",Move GLEIF_API_BASE (and the named request timeout) into constants.py.,
ARCH-04,"Network magic numbers inline (timeout 600.0, chunk 65536, lei_length 20)",architecture,Low,S,src/gleif/download.py;src/gleif/cli.py,"timeout=600.0 (download.py:180), chunk_size=65536 (download.py:215), lei_length=20 local (cli.py:186); isin.py:33 names _REQUEST_TIMEOUT = 10.0, so the codebase is inconsistent.",Name the download timeout and chunk size as module constants; promote LEI length to a shared constant.,
ARCH-05,# noqa: PLC0415 on a function-local import despite the documented noqa ban; rule is inert and import is redundant (merges LEG-01),architecture,Low,S,src/gleif/cli.py;AGENTS.md,cli.py:105 carries # noqa: PLC0415 vs AGENTS.md:77 banning noqa. PLC0415 is a non-enabled Ruff preview rule (uv run ruff check --select PLC0415 passes; RUF100 flags it under narrow select). download is already imported at cli.py:41.,"Hoist the import to module top and drop the noqa, or amend AGENTS.md to carve an explicit exception.",
ARCH-06,RAD doc code example uses ? placeholders and a non-existent table_exists helper; contradicts actual $1 + catalog-exception style,architecture,Low,S,docs/response-aware-development.md,"response-aware-development.md:37-48 uses conn.execute('... WHERE lei = ?', [lei]) and a table_exists guard; the codebase uses $1 named parameters everywhere and except duckdb.CatalogException (db.py:470). No table_exists helper exists.","Update the example to $1 and the catalog-exception pattern, or mark it as illustrative pseudocode.",
SEC-03,"detect-secrets baseline generated_at predates later hook changes; regen due, unverifiable here",security,Low,S,.secrets.baseline;.pre-commit-config.yaml,".secrets.baseline generated_at 2026-04-27; all 9 entries are Hex High Entropy strings mapping to action rev SHA pins (false positives, correctly baselined). The file has changed since (renovate/trufflehog hooks added). Fresh scan blocked by SEC-02.","After SEC-02, regenerate and audit the baseline; confirm the 9 entries still map to SHA pins and none is orphaned.",
CICD-06,Build/scan jobs split between Python 3.11 and 3.12 with no stated reason,cicd,Low,S,.github/workflows/sbom.yml;.github/workflows/slsa-provenance.yml;.github/workflows/docs.yml,"sbom.yml:46, slsa-provenance.yml:61, docs.yml:56 build on 3.12; ci.yml:36, release.yml:27, security-analysis.yml:38, codeql.yml:34 use 3.11 (the declared floor and dev target).","Standardize build/scan jobs on 3.11, or add a one-line comment justifying 3.12 where used.",
CICD-07,"darglint and interrogate pre-commit revs SHA-pinned without version comments, unlike every other hook",cicd,Low,S,.pre-commit-config.yaml,.pre-commit-config.yaml:86 (darglint) and :94 (interrogate) are SHA-pinned with no # vX.Y.Z comment; every other hook carries one.,Add # vX.Y.Z comments matching the pinned SHAs for darglint and interrogate.,
CICD-08,Conventional-commit enforcement split (PR title vs local commit-msg); dependency-standards-validation job does no dependency check,cicd,Low,S,.github/workflows/pr-validation.yml;.pre-commit-config.yaml,pr-validation.yml:35 enforces a Conventional Commits regex on the PR title; commitizen (.pre-commit-config.yaml:78-82) runs commit-msg locally only. The dependency-standards-validation job (pr-validation.yml:72) only re-reads title/body results and does no dependency check.,"Confirm squash-merge uses the PR title, and rename dependency-standards-validation to reflect that it only gates title/body.",
DOC-04,Four empty .gitkeep dirs collide with same-named .md pages,docs,Low,S,docs/architecture/.gitkeep;docs/development/.gitkeep;docs/getting-started/.gitkeep;docs/reference/.gitkeep,"docs/development/ vs development.md, docs/getting-started/ vs getting-started.md; docs/reference/ is dead (nav uses cli-reference.md); docs/architecture/.gitkeep is redundant since the dir holds index.md and data-model.md.",Delete the four .gitkeep placeholder dirs.,
DOC-06,CHANGELOG [Unreleased] self-contradicts on SBOM format; still version 0.1.0; duplicate Changed sections,docs,Low,S,CHANGELOG.md;pyproject.toml,"CHANGELOG.md:18-22 changes the SBOM from SPDX to CycloneDX, but :26-27 still adds SPDX SBOM generation; two ### Changed subsections (lines 10 and 33); pyproject.toml:3 version still 0.1.0.","Reconcile the SBOM entries to CycloneDX, merge the duplicate Changed sections, and cut a release or relabel the Unreleased content.",
DOC-07,No ADR directory for design decisions documented inline in architecture/index.md,docs,Low,M,docs/architecture/index.md,"architecture/index.md:42-85 documents five decisions (DuckDB store, relationship direction, recursive-CTE cycle prevention, async download/sync load, frozen dataclasses) as prose; git ls-files finds no adr/ or decisions/ directory.",Add docs/adr/ with one short MADR ADR per decision and link from architecture/index.md.,
